,0
397,"{'tumor': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('in', 0.020954381304060382), ('addition', 0.009171803088525542), (',', 0.03139314603994753), ('h', 0.02030801513600265), ('##y', 0.046867015580180804), ('##pox', 0.033184870926443656), ('##ia', 0.049556345013813966), ('conditioning', 0.014711866847333808), ('-', 0.05656773747083921), ('induced', 0.17131897772942506), ('tumor', 0.17680492543357318), ('cell', 0.842536527266181), ('migration', 0.45487713472975266), ('was', 0.015762138673450166), ('reduced', -0.007842731202415387), ('by', 0.03320993647315266), ('the', 0.047932891527474625), ('infection', 0.036995405535173914), ('of', 0.04914933899863168), ('lent', -0.0006642681465634679), ('##iv', 0.015198070736579583), ('##ira', 0.006644435067978293), ('##l', 0.017172794332255204), ('s', 0.03373513220942933), ('##hr', 0.018320615600363445), ('##na', 0.0034517593779865843), ('of', 0.025214995220117713), ('t', 0.018977015652685728), ('##b', -0.0111416778885497), ('##4', -0.02723734604760542), ('.', 0.010245616751049189), ('[SEP]', 0.0)]}}"
398,{}
399,{}
400,{}
401,{}
402,{}
403,{}
404,"{'cells': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('finally', 0.010328022245067268), (',', 0.01790069443627956), ('in', 0.01753703800859074), ('##hibition', 0.04379129061198507), ('of', 0.03992618150681164), ('id', -0.00538063930574759), ('-', 0.029400571092048165), ('1', 0.002119639074387388), ('expression', 0.03636901941397943), ('results', 0.06095614873015229), ('in', 0.03347148851810313), ('g', 0.01894356594120189), ('(', 0.0013108658766522309), ('2', 0.024852174713586465), (')', 0.033605465454871655), ('/', 0.049026369719018165), ('m', -0.00035611069379941205), ('accumulation', 0.04254451739949708), ('of', 0.04262110474968464), ('f', 0.023570808167627706), ('##g', 0.0194516132783184), ('##f', 0.06439666284788358), ('-', 0.10129069974350666), ('2', 0.06465923242787522), ('-', 0.22157596475144734), ('treated', 0.21971540193204706), ('cells', 0.9099215825532234), ('and', 0.06708123036504056), ('delayed', 0.03454063628375986), ('cell', 0.16270802591212657), ('death', 0.057001443925400214), ('.', 0.01713559991215744), ('[SEP]', 0.0)]}, 'cell': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('finally', 0.014435796985082492), (',', 0.012579497071186102), ('in', 0.010285383406579932), ('##hibition', 0.04858727383986642), ('of', 0.02631744334324559), ('id', 0.0008941421288404059), ('-', -0.014481651039071876), ('1', -0.03715819583460809), ('expression', 0.048454585625838056), ('results', 0.05962554054257116), ('in', 0.01629998707989179), ('g', 0.0284997018340626), ('(', 0.0029792177394920125), ('2', 0.033374020635947965), (')', 0.045543952679454436), ('/', 0.04580971778669136), ('m', -0.015895879328078667), ('accumulation', 0.046087911431874275), ('of', 0.04520725139204285), ('f', 0.011289008910575143), ('##g', 0.0211131734578424), ('##f', 0.04863867926856061), ('-', 0.06856557030901853), ('2', 0.036366414485137), ('-', 0.10465151028105228), ('treated', 0.08274146384560234), ('cells', 0.29293716981316115), ('and', 0.07852117842168485), ('delayed', 0.07452311882700073), ('cell', 0.9121801485699557), ('death', 0.144279114872034), ('.', 0.03169784908881514), ('[SEP]', 0.0)]}}"
405,{}
406,{}
407,"{'cell': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('other', 0.024620540190183653), ('normal', 0.0036738023736664206), ('tissues', 0.017081377298938074), ('can', 0.04421516501200773), ('also', 0.039526269447885364), ('stimulate', 0.03671520983032338), ('an', 0.020994574561887802), ('##gio', 0.046040958458888434), ('##genesis', 0.0627854189877185), (',', 0.056370108568440914), ('but', 0.050877051264474615), ('the', 0.1741233194714705), ('type', 0.16841331594758807), ('of', 0.20983943895983045), ('cell', 0.8771438058256965), ('giving', 0.24531396765824512), ('rise', 0.16474131488012694), ('to', 0.05100948419665716), ('the', 0.09872516860594492), ('an', 0.03062856962427958), ('##gio', 0.02320782275179378), ('##genic', 0.021149133296759045), ('stimulus', 0.02927763566700122), ('is', 0.01657619997945557), ('unknown', -0.001260934486536548), (',', 0.00595282635016801), ('and', -0.00345320405915555), ('the', 0.04043665037163743), ('period', 0.020107882197782395), ('of', 0.024240466487169255), ('an', 0.005312104823576984), ('##gio', 0.02640290854650816), ('##genic', 0.05425120549678485), ('stimulation', 0.026910392417923427), ('is', -0.007829557587628844), ('brief', 0.000524066920507932), ('.', -0.0023063308828014566), ('[SEP]', 0.0)]}}"
408,"{'cells': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('although', 0.00524454791292167), ('several', 0.029458798540992655), ('h', 0.012104266584837663), ('##y', 0.027431036110733695), ('##pot', 0.023732823449675772), ('##heses', -0.011210432996607374), ('for', 0.014729006690703855), ('human', 0.009252127010983179), ('car', 0.006804460263542781), ('##cin', 0.0173653434271807), ('##ogen', 0.005667705322775026), ('##esis', 0.01328431730161798), ('have', 0.022371850159916575), ('been', 0.02067707864179319), ('proposed', 0.015051736779290881), (',', 0.02914865947303094), ('the', 0.02426159330149686), ('specific', 0.014554598741786018), ('genetic', 0.01978425633844064), ('changes', 0.019008903551890968), ('that', 0.0803083784524376), ('cause', 0.028615334593563507), ('normal', -0.03451411998689434), ('cells', 0.9470499137399909), ('to', 0.12321938275983471), ('become', 0.06588442263842419), ('cancer', 0.038651192329932624), ('cells', 0.2510413551202792), ('have', 0.05205057019761584), ('not', 0.006414029729168196), ('been', 0.029827675022771352), ('identified', -0.0052375892063559895), ('.', 0.00550573816497548), ('[SEP]', 0.0)]}, 'cancer': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('although', -2.8572696669796688e-05), ('several', 0.02022894889379614), ('h', 0.006532787535238784), ('##y', 0.04472681300064635), ('##pot', 0.028035052677382096), ('##heses', 0.005293366378955541), ('for', 0.033375970760065564), ('human', 0.040524987221042245), ('car', 0.009053744020380323), ('##cin', 0.046642407459179025), ('##ogen', -0.00803523333625995), ('##esis', 0.016594235547850392), ('have', 0.02821967342100285), ('been', 0.02382481500602575), ('proposed', 0.03566348009421429), (',', 0.04953876562809496), ('the', 0.024183619555127395), ('specific', 0.011286058092038528), ('genetic', -0.0046743015531604286), ('changes', 0.03915959374402762), ('that', -0.0013397199075892536), ('cause', -0.0018546989148605076), ('normal', 0.030201947417854518), ('cells', 0.059256183862453675), ('to', 0.00024686649222996126), ('become', -0.24543966274663023), ('cancer', 0.6815235156229351), ('cells', 0.651088563996375), ('have', 0.1730941415894075), ('not', 0.021612375012179455), ('been', -0.0015229417705568734), ('identified', 0.00493453558492441), ('.', -0.022520180891775838), ('[SEP]', 0.0)]}}"
409,{}
410,{}
411,{}
412,{}
413,{}
414,{}
415,{}
416,{}
417,{}
418,"{'end': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('these', 0.018535093572829002), ('data', 0.01761788762318518), ('suggest', 0.016810195237130954), ('that', 0.04517241885930675), ('increases', 0.07503576758725083), ('in', 0.07541493428964957), ('end', 0.12419870168614594), ('##oth', 0.26268833297099), ('##eli', 0.2585144533352756), ('##al', 0.25944294989174416), ('cell', 0.789694627965688), ('migration', 0.2882041521694966), ('and', 0.055252869930726006), ('p', 0.030828308650654827), ('##las', 0.027733897818370698), ('##min', 0.040890430321064576), ('##ogen', 0.044648289078928274), ('act', 0.02629479031331971), ('##iva', 0.037633390647032715), ('##tor', 0.04450871974652865), ('after', 0.0401594537982016), ('an', 0.007454484961640447), ('##gio', 0.013706899438792546), ('##tens', 0.0193330299516768), ('##in', 0.09189169218942576), ('system', 0.02286120768265435), ('in', 0.04027134838599566), ('##hibition', 0.02178052513228275), ('are', 0.036439828634118585), ('at', 0.02714740007381108), ('least', 0.0406670482121063), ('partially', -0.05721734085030292), ('pp', 0.0862231290216111), ('##60', 0.0815828445659745), ('##c', 0.06282622961303745), ('-', 0.05887228626919543), ('s', 0.009172830641000175), ('##rc', 0.045543363699683925), ('mediated', 0.061198129828827844), ('.', -0.015370156469986065), ('[SEP]', 0.0)]}}"
419,"{'re': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('although', 0.04281743683387029), ('one', 0.013562988700139155), ('mutant', 0.034076519213532226), ('all', 0.0020081356174057605), ('##ele', 0.004179537800576275), ('was', -0.007492729208600769), ('detected', 0.03391414978018191), ('in', -0.08215762872931172), ('re', -0.006991158752047677), ('##vert', 0.35864811054506684), ('##ant', 0.7496219724776672), ('em', 0.28590609658423993), ('##s', 0.383438047371589), ('-', 0.163945856896415), ('1', 0.13954196114611547), ('-', 0.10667334342238946), ('19', 0.019224527858188303), (',', 0.030670478063152797), ('over', 0.03799141265035837), ('##ex', 0.012554369120982973), ('##press', 0.01852407213096133), ('##ion', 0.018641040284717296), ('of', 0.00524228820959717), ('this', 0.00247769593806703), ('mutant', 0.02472743161568286), ('all', 0.011237420468584284), ('##ele', 0.012978423622218257), ('failed', 0.020157212582022164), ('to', 0.013186659082999676), ('in', 0.007502733525914707), ('##hibit', 0.016025172606549492), ('v', 0.006480495789498168), ('-', 0.00018937456191871395), ('f', -0.017257110772671683), ('##os', 0.011670577467361993), ('induced', 0.03881545215125762), ('cell', -0.027407633615241844), ('transformation', 0.059572763404062784), ('.', -0.0043845788252606125), ('[SEP]', 0.0)]}, 'cell': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('although', 0.00752214526842773), ('one', 0.03229993583025091), ('mutant', 0.0259231261210655), ('all', 0.015586770293493873), ('##ele', 0.029255904976083307), ('was', 0.026471911438553933), ('detected', 0.011860460998771302), ('in', 0.010423583713609835), ('re', 0.018363749005370432), ('##vert', 0.018043185387504008), ('##ant', 0.012377181511231818), ('em', 0.013207243521803587), ('##s', 0.031168970625835825), ('-', 0.016547809774977308), ('1', 0.013017963143373997), ('-', 0.027365439389794008), ('19', 0.015134266549113241), (',', 0.018144538229658055), ('over', 0.01336715870697602), ('##ex', 0.01243218357303232), ('##press', 0.017967501144067664), ('##ion', 0.020380007206056743), ('of', 0.02267192414651115), ('this', 0.024576340327469165), ('mutant', 0.004454838106157014), ('all', 0.021094679367532825), ('##ele', 0.003060524279513006), ('failed', 0.027453354536098266), ('to', 0.03780197954985407), ('in', 0.015091244309946747), ('##hibit', 0.0024223468659217437), ('v', 0.031460120840424), ('-', 0.028712433828937355), ('f', 0.03768584106285364), ('##os', -0.00011271160361101787), ('induced', 0.09574063241205577), ('cell', 0.961031092952604), ('transformation', 0.22060549779226288), ('.', 0.0523328191009672), ('[SEP]', 0.0)]}, '[SEP]': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('although', 0.22794118093868565), ('one', 0.07344490725444577), ('mutant', 0.11346452273826743), ('all', 0.03954243737619951), ('##ele', 0.07215897706847321), ('was', 0.0842450266469362), ('detected', 0.1119261094544223), ('in', -0.051818573547070354), ('re', -0.017608336532200362), ('##vert', -0.04320178849965906), ('##ant', 0.14295302582322797), ('em', 0.44224786927991894), ('##s', 0.5729917326587423), ('-', 0.28268820859559907), ('1', 0.22725939608705956), ('-', 0.26063781847020767), ('19', 0.09718605358024786), (',', 0.05445427484686631), ('over', 0.07077191318512809), ('##ex', -0.008303576537856974), ('##press', 0.011076829343726611), ('##ion', 0.050010736204859775), ('of', 0.04407366069677371), ('this', 0.05663045622171138), ('mutant', 0.08147212426291983), ('all', 0.0695681940000336), ('##ele', 0.13423432213321218), ('failed', 0.022335134494820153), ('to', 0.09546333527468119), ('in', 0.07200986349329326), ('##hibit', 0.011237881994352982), ('v', -0.05457244471004604), ('-', 0.037047053223591635), ('f', 0.06626098038255349), ('##os', -0.04598735824699208), ('induced', 0.23809901385560106), ('cell', 0.034567184292566146), ('transformation', -0.121291536199648), ('.', -0.03940567618518369), ('[SEP]', 0.0)]}}"
420,"{'cells': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('however', -0.008163497434840256), (',', 0.036468112751447554), ('in', 0.011703901281433384), ('rap', 0.06276342803093723), ('##1', -0.011337411835483839), ('##ga', 0.04808356407386321), ('##pi', 0.06707436962408524), ('##i', 0.08049115437323696), ('-', 0.07514182454169412), ('expressing', 0.2877624902941995), ('cells', 0.9315289878008987), (',', 0.13581499517476017), ('e', 0.02884644021921091), ('##ph', 0.01685549347222072), ('##rin', -0.020704595843327993), ('-', 0.013848492153804015), ('b', 0.0060799809342356285), ('##1', -0.0034735145513278506), ('did', 0.03790084704210083), ('not', 0.02242656945286907), ('induce', 0.03590256062514881), ('membrane', -0.004487777499430411), ('spreading', 0.027319875431881867), (',', -0.0075409345115354685), ('probably', -0.0064418030825091925), ('due', 0.0038606082431670453), ('to', 0.013501253171850492), ('instability', 0.009812614098557538), ('of', 0.0025683133104504943), ('the', -0.010654418983521038), ('focal', 0.0015154630817376682), ('complex', -0.009496872126595845), ('.', -0.008845278609632166), ('[SEP]', 0.0)]}}"
421,{}
422,"{'t': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('antibodies', 0.012882527547524475), ('to', 0.029300699800843835), ('p', 0.08999633318842232), ('##ai', 0.06052446403248503), ('-', 0.22204201726011855), ('1', 0.18575316966050534), ('alter', 0.0050111943594536475), ('the', 0.01516842881264186), ('invasive', 0.04151147304643321), ('and', 0.039380461243175874), ('mi', 0.025302008316254867), ('##gratory', 0.027754658013691036), ('properties', 0.03950842061651904), ('of', 0.03043399406182576), ('human', 0.11894330398302745), ('t', 0.05528537501197488), ('##umour', 0.057235953190775186), ('cells', 0.9285964042388808), ('in', 0.10272724989483827), ('v', 0.04034485919680426), ('##it', 0.022460340272728828), ('##ro', 0.02282838397584247), ('.', -0.0013314649700735945), ('[SEP]', 0.0)]}}"
423,{}
424,"{'me': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('terminal', 0.023617329800954222), ('transfer', 0.03433662382430398), ('##ase', 0.021951031530875433), ('du', 0.04241175251494011), ('##t', 0.05338337617867985), ('##p', 0.020864804231269657), ('end', 0.02841772277091886), ('-', 0.02297935389944919), ('label', 0.04126517403188669), ('##ing', 0.06326730069557628), ('ass', 0.03278432440151239), ('##ay', 0.0449315561100976), ('and', 0.014842462796808646), ('te', 0.02708304893533065), ('##m', 0.022744326974700968), ('studies', 0.024570153629903044), ('of', 0.0077937852035161), ('anti', 0.01738856007869203), ('-', 0.0036905587723256124), ('i', 0.0018880554323663715), ('##g', 0.0016262279885056743), ('##f', 0.008248225214068029), ('-', 0.008395255730836822), ('i', 0.0032350293071671094), ('##r', 0.006709656693783812), ('-', -0.004788365906170017), ('treated', 0.00653585914069701), ('lungs', 0.01647215601214308), ('demonstrated', -0.020968046976872094), ('numerous', -0.01918216493399635), ('a', 0.02751916154025972), ('##pop', 0.05806283302626141), ('##to', 0.04820127452729582), ('##tic', -0.053925932282026995), ('me', 0.22753400416159522), ('##sen', 0.0704405926526601), ('##chy', 0.10185480453628228), ('##mal', 0.18698701750096708), ('cells', 0.9295219123595146), ('.', 0.05764753491161139), ('[SEP]', 0.0)]}}"
425,{}
426,"{'fi': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('this', 0.024514573978199415), ('is', 0.034589639752813255), ('the', 0.09688443682531393), ('first', 0.10522654254957116), ('report', 0.1785704817638788), ('of', 0.08096275670247517), ('increased', 0.05169674240897292), ('p', 0.1054897426230677), ('##53', 0.11077200877469426), ('levels', 0.057415837036190874), ('caused', 0.028108201171711863), ('by', 0.037025129580815705), ('h', 0.039421271314435215), ('##c', 0.008999333886440858), ('##m', 0.015497276695580937), ('##v', 0.0547948572277955), ('in', 0.004605571027675156), ('infected', 0.09391364175137197), ('fi', 0.07244389587958273), ('##bro', 0.20237892913327654), ('##blast', 0.8182389138259989), ('##s', 0.41639084140685473), ('.', 0.07037151304500258), ('[SEP]', 0.0)]}}"
427,{}
428,{}
429,"{'ad': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', -0.01629627880712382), ('an', 0.028124662492794057), ('##gio', 0.05413757373855732), ('##genic', 0.07980729810723021), ('pot', 0.032730420875081864), ('##ency', 0.031107800584099284), ('of', 0.00919092571721147), ('ad', -0.12454799750383337), ('##ip', -0.043757692928198096), ('##ose', -0.027295966071111413), ('tissue', 0.01419421207998223), ('was', 0.010410016071859145), ('not', 0.008245063881174236), ('related', 0.006905999474742544), ('to', -0.002574919681776778), ('its', 0.03371505719048904), ('local', 0.03060232333521409), ('##ization', 0.02339318657382764), ('(', 0.018672500801446185), ('with', -0.019624205616146383), ('an', -0.0015598767754543906), ('an', 0.020077978630821676), ('##gio', 0.018982934815096685), ('##genic', 0.04918924215602625), ('stimulation', 0.03141087441276116), ('in', 0.01550172043999306), ('60', 0.006058069201591194), ('%', 0.005520684921536093), ('of', 0.010190087016890574), ('sat', 0.02416094126681401), ('samples', 0.03343776271493559), ('and', 0.024855202242310324), ('61', 0.01590111573400829), ('%', 0.0016256541230737144), ('of', 0.008067878832140978), ('v', 0.017255618141346667), ('##at', 0.015950304798121758), ('samples', -0.0026167894366002395), (')', 0.0023376893975716327), ('or', -0.17160637842967774), ('to', -0.2986134018275543), ('ad', -0.24668040772792435), ('##ip', -0.1957446147547046), ('##oc', 0.48029797853784434), ('##yte', 0.6239677569217104), ('size', 0.3051255761787377), ('or', 0.07427023728766802), ('inflammatory', 0.06930194952358763), ('in', 0.02985397821884539), ('##fi', 0.04723784237816376), ('##lt', 0.04941084784640176), ('##rate', 0.02521842333431761), ('assessed', 0.01271535315068301), ('in', 0.007856117476064992), ('ad', 0.07268609732261525), ('##ip', 0.01857566983425949), ('##ose', -0.049014622967058386), ('samples', -0.024099977373757322), ('before', -0.01704360822221891), ('the', -0.019576876361323374), ('g', 0.00045622017461780385), ('##raft', -0.02059225181992153), ('on', 0.007955119119143888), ('ca', 0.01654377732551049), ('##m', 0.0036912873711493236), ('.', -0.00784326540289659), ('[SEP]', 0.0)]}, '##ip': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', -0.0191100115610497), ('an', -0.007235994941000304), ('##gio', 0.0054824115174373625), ('##genic', 0.029462938838276415), ('pot', 0.015461992274388742), ('##ency', 0.028505659128562285), ('of', -0.003106538169042601), ('ad', -0.048629186890036376), ('##ip', -0.03506254775963295), ('##ose', -0.03181907278374548), ('tissue', 0.0196872556138296), ('was', -0.0002080581297825739), ('not', 0.005236989429872516), ('related', 0.0026775013007774547), ('to', -0.00594687323207907), ('its', 0.015560287096742181), ('local', 0.014268370878521258), ('##ization', 0.008187971540155027), ('(', 0.013745526000728784), ('with', -0.008915007109834205), ('an', -0.010615444649783961), ('an', -0.0034973248790650907), ('##gio', 0.012444557862967765), ('##genic', 0.02672960587836049), ('stimulation', 0.031174466096170687), ('in', 0.0077382823192003606), ('60', 0.013364343344635125), ('%', 2.314008584364986e-05), ('of', -5.517241849128276e-05), ('sat', 0.03223138218691004), ('samples', 0.040649762941990415), ('and', 0.02135960998790417), ('61', 0.01827498170092831), ('%', 0.0032734039838621066), ('of', -0.001228327735461778), ('v', 0.009225591676978635), ('##at', 0.020791626279393016), ('samples', 0.012294362506845471), (')', -0.003322731224400535), ('or', -0.11461833855694793), ('to', -0.07856405113655121), ('ad', -0.09755731131140796), ('##ip', -0.2637469470878792), ('##oc', 0.3651535963589583), ('##yte', 0.7021554698328513), ('size', 0.46901087881337855), ('or', 0.1214659189610384), ('inflammatory', 0.10385156046181306), ('in', 0.02386846681667534), ('##fi', 0.04445907922247977), ('##lt', 0.05654209280809932), ('##rate', 0.04595882166381143), ('assessed', 0.0015279517959964238), ('in', 0.013717489525865996), ('ad', 0.008322960522443235), ('##ip', 0.02949593700833787), ('##ose', -0.0479652912339125), ('samples', -0.026647451540876544), ('before', 6.50189245224895e-05), ('the', -0.0019964107169808108), ('g', 0.013108493260045654), ('##raft', 0.00776469401658171), ('on', 0.012537568964925533), ('ca', 0.04295422592942487), ('##m', 0.028403031322148206), ('.', 0.00996203376245724), ('[SEP]', 0.0)]}}"
